,post_id,text,post_text,shared_text,time,image,likes,comments,shares,post_url,link
54,2622383157862364,"Building Neural Networks from Scratch with Python Code and Math in Detail- I by Pratik Shukla, Roberto Iriondo via Towards AI → https://towardsai.net/neural-networks-with-python
#Tutorial #MachineLearning #ML #ArtificialIntelligence #AI #DataScience #DeepLearning #Programming #Python #Mathematics #TowardsAI
TOWARDSAI.NET
Neural Networks from Scratch with Python Code and Math in Detail- I","Building Neural Networks from Scratch with Python Code and Math in Detail- I by Pratik Shukla, Roberto Iriondo via Towards AI → https://towardsai.net/neural-networks-with-python
#Tutorial #MachineLearning #ML #ArtificialIntelligence #AI #DataScience #DeepLearning #Programming #Python #Mathematics #TowardsAI","TOWARDSAI.NET
Neural Networks from Scratch with Python Code and Math in Detail- I",2020-06-20 08:07:45,https://external.fbom26-1.fna.fbcdn.net/safe_image.php?d=AQDARFOn7oPB_qMy&w=476&h=249&url=https%3A%2F%2Fcdn-images-1.medium.com%2Fmax%2F2600%2F1%2AIRsMu32DQYRmaVuxQTKEjg.png&cfs=1&jq=75&ext=jpg&_nc_hash=AQArmiOVe2IHCasH,10,0,0,https://m.facebook.com/story.php?story_fbid=592393318359703&id=315272545240115,https://towardsai.net/neural-networks-with-python
55,2621658517934828,"YOUTUBE.COM
Stock Price Prediction with Python using Facebook's prediction tool fbprophet",,"YOUTUBE.COM
Stock Price Prediction with Python using Facebook's prediction tool fbprophet",2020-06-20 00:49:36,https://external.fbom26-1.fna.fbcdn.net/safe_image.php?d=AQDzQin_LCuWN1YF&w=476&h=249&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FGkF1MDesMTs%2Fmaxresdefault.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQDzwjMgzU6x0P1u,0,0,0,https://m.facebook.com/story.php?story_fbid=129034762172264&id=315272545240115,https://youtu.be/GkF1MDesMTs?fbclid=IwAR2jcTHIQK63Ned0uth_LcQSKsyyerzIk0cqWcsrL2NBZvApzBKVWDBbEuA
56,2621690437931636,"⚡⚡ Biggest Learning Initiative of 2020 by Analytics Vidhya
Announcing #UnLock2020 - for everyone who wants to pursue their passion in Machine Learning & Analytics (https://bit.ly/3dkyE13)
Under the UnLock2020 initiative, we are launching 2 unique ""Starter Programs"":
🔸 Machine Learning Starter Program (500 Enrollments Only - at unbelievable prices) for all aspiring data scientists professionals (Join here: https://bit.ly/2N8JJYy)
🔸 Business Analytics Starter Program (500 Enrollments Only - at unbelievable prices) for all aspiring analytics professionals (Join here: https://bit.ly/3djEb8a)
Start your learning and follow your dream career paths!
#datascientist #machinelearning #analytics #statistics #pandas #datavisualization #datascience","⚡⚡ Biggest Learning Initiative of 2020 by Analytics Vidhya
Announcing #UnLock2020 - for everyone who wants to pursue their passion in Machine Learning & Analytics (https://bit.ly/3dkyE13)
Under the UnLock2020 initiative, we are launching 2 unique ""Starter Programs"":
🔸 Machine Learning Starter Program (500 Enrollments Only - at unbelievable prices) for all aspiring data scientists professionals (Join here: https://bit.ly/2N8JJYy)
🔸 Business Analytics Starter Program (500 Enrollments Only - at unbelievable prices) for all aspiring analytics professionals (Join here: https://bit.ly/3djEb8a)
Start your learning and follow your dream career paths!
#datascientist #machinelearning #analytics #statistics #pandas #datavisualization #datascience",,2020-06-20 01:08:24,https://scontent.fbom26-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/104815116_2995180713907122_9163392859784010031_n.jpg?_nc_cat=107&_nc_sid=07e735&_nc_ohc=PIodoQ1ZIJMAX95Rs4P&_nc_ht=scontent.fbom26-1.fna&_nc_tp=14&oh=d9deef67ab8e31d33b97eed29d4fe4e0&oe=5F182EC1,15,0,0,,https://bit.ly/3dkyE13
57,2622762467824433,"If you ever had problem with constrained input size to BERT based models
Recently a new Transformer model know as Long-former was released by Hugging Face
And I have done some work with Long-former
Hope you will like it
I have tried to explain to my level best
But still feel free to ping me
KAGGLE.COM
long-former","If you ever had problem with constrained input size to BERT based models
Recently a new Transformer model know as Long-former was released by Hugging Face
And I have done some work with Long-former
Hope you will like it
I have tried to explain to my level best
But still feel free to ping me","KAGGLE.COM
long-former",2020-06-20 12:17:08,https://external.fbom26-1.fna.fbcdn.net/safe_image.php?d=AQCxUFl9jZqrJgaB&w=476&h=249&url=https%3A%2F%2Fstorage.googleapis.com%2Fkaggle-avatars%2Fthumbnails%2F3487556-kg.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQD-sQu7YI_1WDEg,4,0,0,https://m.facebook.com/story.php?story_fbid=1435286860007197&id=315272545240115,https://www.kaggle.com/sahib12/long-former
58,2623572171076796,"Do you know Novelty Detection is? If not, it is basically an activity to determine whether new unseen data is an outlier or inlier. It is different from outlier detection where we try to find outliers from a set of data.
Here I try to create a simple article to do Novelty Detection using Local Outlier Factor analysis.
Happy Reading!
#data #datascience #datascientist #dataanalysis #dataanalyst #cornelly
TOWARDSDATASCIENCE.COM
Novelty Detection with Local Outlier Factor","Do you know Novelty Detection is? If not, it is basically an activity to determine whether new unseen data is an outlier or inlier. It is different from outlier detection where we try to find outliers from a set of data.
Here I try to create a simple article to do Novelty Detection using Local Outlier Factor analysis.
Happy Reading!
#data #datascience #datascientist #dataanalysis #dataanalyst #cornelly","TOWARDSDATASCIENCE.COM
Novelty Detection with Local Outlier Factor",2020-06-20 20:15:21,https://external.fbom26-1.fna.fbcdn.net/safe_image.php?d=AQDCr0ebf1MMZca9&w=476&h=249&url=https%3A%2F%2Fmiro.medium.com%2Fmax%2F1200%2F0%2AA56gmB0IwojOUq80&cfs=1&jq=75&ext=jpg&_nc_hash=AQBaVJy7d04rLZZl,7,0,3,https://m.facebook.com/story.php?story_fbid=3189991781064031&id=315272545240115,https://medium.com/p/novelty-detection-with-local-outlier-factor-4867e89e4f91?source=email-db67131c013--writer.postDistributed&sk=50a9a3a3481c65df9c9027d57c471743
59,2503070983126916,"Commonly used tools by data scientists.
Ranjit Unnithan
27 April at 03:28 ·
Commonly used tools by Data Scientists.
#datascience #machinelearning #data #artificialintelligence #python #bigdata #ai #dataanalytics #deeplearning #datascientist #programming #technology #analytics #iot #coding #tech #datavisualization #dataanalysis #computerscience #pythonprogramming #ml #automation #database #programmer #statistics #innovation #datamining #java #business",Commonly used tools by data scientists.,"Ranjit Unnithan
27 April at 03:28 ·
Commonly used tools by Data Scientists.
#datascience #machinelearning #data #artificialintelligence #python #bigdata #ai #dataanalytics #deeplearning #datascientist #programming #technology #analytics #iot #coding #tech #datavisualization #dataanalysis #computerscience #pythonprogramming #ml #automation #database #programmer #statistics #innovation #datamining #java #business",2020-04-29 07:56:23,https://scontent.fbom26-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/94575653_2664447877117799_8708119245738737664_o.jpg?_nc_cat=105&_nc_sid=2d5d41&_nc_ohc=8ObeOtI4a-QAX-yjBwr&_nc_ht=scontent.fbom26-1.fna&_nc_tp=14&oh=b90167f1e3746903e56628dc6da49afb&oe=5F183357,52,2,19,,
60,2620508801383133,"Tableau Learning Path enables you to get through all the amazing Tableau Resources shared by #tableau and #tableaucommunity for free.
#datavisualization #datafam
PUBLIC.TABLEAU.COM
Tableau Learning Path","Tableau Learning Path enables you to get through all the amazing Tableau Resources shared by #tableau and #tableaucommunity for free.
#datavisualization #datafam","PUBLIC.TABLEAU.COM
Tableau Learning Path",2020-06-19 14:14:56,https://external.fbom26-1.fna.fbcdn.net/safe_image.php?d=AQB3qM86eKvXyQos&w=476&h=249&url=https%3A%2F%2Fpublic.tableau.com%2Fstatic%2Fimages%2FTa%2FTableauInternalKnowledgePortal%2FWelcometotheTableauPortal%2F4_3_hd.png&cfs=1&jq=75&ext=jpg&_nc_hash=AQDNyEzFcXs8PRLI,5,2,3,https://m.facebook.com/story.php?story_fbid=3626557054038660&id=315272545240115,https://public.tableau.com/profile/sagar.kapoor8136#!/vizhome/TableauInternalKnowledgePortal/WelcometotheTableauPortal
61,2617634061670607,"Future Of Energy And Technology
14 May 2018 at 03:42 ·
Future Technology.",,"Future Of Energy And Technology
14 May 2018 at 03:42 ·
Future Technology.",2020-06-18 09:02:17,,122,12,27,https://m.facebook.com/story.php?story_fbid=686573868351972&id=480431572299537,
62,2621399421294071,"Its about how statistics can befool us.. Plz read and support
“Tricks in statistical graphs:that may reverse results” by Arghyamalya Biswas
MEDIUM.COM
Tricks in statistical graphs:that may reverse results","Its about how statistics can befool us.. Plz read and support
“Tricks in statistical graphs:that may reverse results” by Arghyamalya Biswas","MEDIUM.COM
Tricks in statistical graphs:that may reverse results",2020-06-19 22:24:33,https://external.fbom26-1.fna.fbcdn.net/safe_image.php?d=AQAnzCSlHip6uTr9&w=476&h=249&url=https%3A%2F%2Fmiro.medium.com%2Fmax%2F576%2F1%2AtqihEbiXOEMUypI58a-8Og.png&cfs=1&jq=75&ext=jpg&_nc_hash=AQDB5ZxJFQCUwejm,6,0,0,https://m.facebook.com/story.php?story_fbid=2728834980683329&id=315272545240115,https://link.medium.com/s6dJnng2p7
63,,"Big Data and the Internet of Things don’t make business smarter, Analytics and Data Science do.
Big Data does not convert data into actionable information. Big Data does not create value. But Data Science does, and it does not have to be complex or expensive, or even big.
(Michael O’Connell)
""The best way to learn data science is to apply data science""
Datasets Sources:
https://toolbox.google.com/datasetsearch
KD Nuggets: http://www.kdnuggets.com/datasets/index.html
UCI: https://archive.ics.uci.edu/ml/index.php
Facebook: https://bigdataenthusiast.wordpress.com/…/mining-facebook-…/
https://www.analyticsvidhya.com/…/25-websites-to-find-dat…/…
http://www.unb.ca/cic/datasets/index.html
Ten…
UNB.CA
Datasets | Research | Canadian Institute for Cybersecurity | UNB","Big Data and the Internet of Things don’t make business smarter, Analytics and Data Science do.
Big Data does not convert data into actionable information. Big Data does not create value. But Data Science does, and it does not have to be complex or expensive, or even big.
(Michael O’Connell)
""The best way to learn data science is to apply data science""
Datasets Sources:
https://toolbox.google.com/datasetsearch
KD Nuggets: http://www.kdnuggets.com/datasets/index.html
UCI: https://archive.ics.uci.edu/ml/index.php
Facebook: https://bigdataenthusiast.wordpress.com/…/mining-facebook-…/
https://www.analyticsvidhya.com/…/25-websites-to-find-dat…/…
http://www.unb.ca/cic/datasets/index.html
Ten…","UNB.CA
Datasets | Research | Canadian Institute for Cybersecurity | UNB",2017-01-14 08:02:25,https://external.fbom26-1.fna.fbcdn.net/safe_image.php?d=AQCsAPPbC1vxEwBA&w=65&h=65&url=http%3A%2F%2Fwww.unb.ca%2Fwebcomps%2F_css%2Funb_logo_140.png&cfs=1&jq=75&ext=jpg&_nc_hash=AQDuht4kr8d6-WAW,729,7,139,https://m.facebook.com/story.php?story_fbid=442290009531359&id=315272545240115,https://toolbox.google.com/datasetsearch
64,2621324187968261,"done some work on explainable AI
please check it out
basics - https://www.kaggle.com/bavalpreet26/explainableai-lime-basic
implementation using logistic reg. classifier - https://www.kaggle.com/bavalpreet26/explainable-ai-lime
implementation using svc - https://www.kaggle.com/bavalpreet26/explainable-ai-lime-svc
KAGGLE.COM
Explainable AI(LIME) svc","done some work on explainable AI
please check it out
basics - https://www.kaggle.com/bavalpreet26/explainableai-lime-basic
implementation using logistic reg. classifier - https://www.kaggle.com/bavalpreet26/explainable-ai-lime
implementation using svc - https://www.kaggle.com/bavalpreet26/explainable-ai-lime-svc","KAGGLE.COM
Explainable AI(LIME) svc",2020-06-19 21:44:30,https://external.fbom26-1.fna.fbcdn.net/safe_image.php?d=AQAynLRAcnFBJcU4&w=476&h=249&url=https%3A%2F%2Fstorage.googleapis.com%2Fkaggle-avatars%2Fthumbnails%2F2629214-kg.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQBe34XTV0m6LYn0,6,0,0,https://m.facebook.com/story.php?story_fbid=1943968022404467&id=315272545240115,https://www.kaggle.com/bavalpreet26/explainableai-lime-basic
65,2426320154135333,"Hey... anyone using Tableau here...
Let's talk...I wanna ask some questions.","Hey... anyone using Tableau here...
Let's talk...I wanna ask some questions.",,2020-03-22 14:25:57,,12,12,0,,
66,2621016041332409,"DSSCONF.PL
DSS20 – Call for Papers",,"DSSCONF.PL
DSS20 – Call for Papers",2020-06-19 19:05:19,https://external.fbom26-1.fna.fbcdn.net/safe_image.php?d=AQB3DWlqnSCc9YFa&w=476&h=249&url=https%3A%2F%2Fdssconf.pl%2Fimages%2FDSS20-cover-en.png&cfs=1&jq=75&ext=jpg&_nc_hash=AQAkRiOpwuR8Cmgw,3,0,0,https://m.facebook.com/story.php?story_fbid=10219066447546856&id=315272545240115,https://dssconf.pl/cfp_en
67,2621081654659181,"TOWARDSDATASCIENCE.COM
Multi-class Classification: Extracting Performance Metrics From The Confusion Matrix",,"TOWARDSDATASCIENCE.COM
Multi-class Classification: Extracting Performance Metrics From The Confusion Matrix",2020-06-19 19:38:48,https://external.fbom26-1.fna.fbcdn.net/safe_image.php?d=AQAXd-JOllNdI-gD&w=476&h=249&url=https%3A%2F%2Fmiro.medium.com%2Fmax%2F1200%2F1%2AZSJ_vYSZyeQTau5G68tN6g.png&cfs=1&jq=75&ext=jpg&_nc_hash=AQBP_RVb0-s1VdtX,55,0,16,https://m.facebook.com/story.php?story_fbid=10157457391757149&id=315272545240115,https://towardsdatascience.com/multi-class-classification-extracting-performance-metrics-from-the-confusion-matrix-b379b427a872?source=friends_link&sk=6550473194ea0a085c0900de0ed61f2c
68,2620792378021442,"Bayesian inference is a must know topic for every data scientist. This article explains it in a straightforward manner: Must Read

TOWARDSDATASCIENCE.COM
Understanding Statistics And Probability: Bayesian Inference","Bayesian inference is a must know topic for every data scientist. This article explains it in a straightforward manner: Must Read
","TOWARDSDATASCIENCE.COM
Understanding Statistics And Probability: Bayesian Inference",2020-06-19 17:04:25,https://external.fbom26-1.fna.fbcdn.net/safe_image.php?d=AQCc5OcaE6t7UoLM&w=476&h=249&url=https%3A%2F%2Fmiro.medium.com%2Fmax%2F1024%2F1%2AuK8DcWLvsm87NWRC1pafew.jpeg&cfs=1&jq=75&ext=jpg&_nc_hash=AQDlvy7IkCYvM8WW,21,0,12,https://m.facebook.com/story.php?story_fbid=10156929375106930&id=315272545240115,https://towardsdatascience.com/understanding-statistics-and-probability-bayesian-inference-ec98bd570502?source=---------4------------------
69,2620339661400047,"SAGO-AI.NEWS
Crop Disease Detection Using Machine Learning and Computer Vision - KDnuggets",,"SAGO-AI.NEWS
Crop Disease Detection Using Machine Learning and Computer Vision - KDnuggets",2020-06-19 12:24:03,https://external.fbom26-1.fna.fbcdn.net/safe_image.php?d=AQB3UnPiP0SQnlIu&w=447&h=234&url=https%3A%2F%2Fwww.kdnuggets.com%2Fwp-content%2Fuploads%2Fcrop-disease-detection-0.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQBY8Jwn1anZECWo,21,0,5,https://m.facebook.com/story.php?story_fbid=1749677058515016&id=315272545240115,https://sago-ai.news/?edition_id=3ce192f0-b18e-11ea-9a6a-002590a5ba2d
70,2620285638072116,"TELANGANATODAY.COM
Telangana to use data analytics for Covid-19 related decision making",,"TELANGANATODAY.COM
Telangana to use data analytics for Covid-19 related decision making",2020-06-19 11:45:29,https://external.fbom26-1.fna.fbcdn.net/safe_image.php?d=AQAiLoyksbEQxfWN&w=476&h=249&url=https%3A%2F%2Fcdn.telanganatoday.com%2Fwp-content%2Fuploads%2F2020%2F06%2FDATA-analytics.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQDGvYTrcU_gZe_j,4,0,4,https://m.facebook.com/story.php?story_fbid=311405193595190&id=315272545240115,https://telanganatoday.com/telangana-to-use-data-analytics-for-covid-19-related-decision-making?fbclid=IwAR1AhuHA-WwdTDsbx598FLLGerV9VgoDeWOieHs1gIzBFGjwm2n5OcvXg8c
71,2619157418184938,"“If one believes in Bayes theorem, progress is inevitable.”
Most of us know the formulas for Conditional Probability and Bayes Theorem. But how many of you know the intuition behind it? Do read to know more.
#MathisFun #DataScience

TOWARDSDATASCIENCE.COM
Thinking Probabilistically — Advanced","“If one believes in Bayes theorem, progress is inevitable.”
Most of us know the formulas for Conditional Probability and Bayes Theorem. But how many of you know the intuition behind it? Do read to know more.
#MathisFun #DataScience
","TOWARDSDATASCIENCE.COM
Thinking Probabilistically — Advanced",2020-06-19 00:08:07,https://external.fbom26-1.fna.fbcdn.net/safe_image.php?d=AQCEa8MTOPHzMwCp&w=476&h=249&url=https%3A%2F%2Fmiro.medium.com%2Fmax%2F1200%2F1%2A6gS4qHy6X-C1thu61zIB3Q.png&cfs=1&jq=75&ext=jpg&_nc_hash=AQCR9SsWQTO4Gyak,8,0,8,https://m.facebook.com/story.php?story_fbid=3971183466257315&id=315272545240115,https://towardsdatascience.com/thinking-probabilistically-advanced-9ebf9b94c803
72,2619221031511910,"How does accuracy, precision and recall work? What is the difference between them?

YOUTUBE.COM
Intuition: Accuracy vs. Precision vs. Recall","How does accuracy, precision and recall work? What is the difference between them?
","YOUTUBE.COM
Intuition: Accuracy vs. Precision vs. Recall",2020-06-19 00:43:20,https://external.fbom26-1.fna.fbcdn.net/safe_image.php?d=AQBk2g5iD-OQ01e1&w=476&h=249&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FFJt5XIo4B-g%2Fmaxresdefault.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQCWY5yUIqM1DNbu,0,0,0,https://m.facebook.com/story.php?story_fbid=10216966550292390&id=315272545240115,https://youtu.be/FJt5XIo4B-g
73,2620430584724288,"10 Best Data Science and Machine Learning Certifications and Courses for Beginners and Experienced Developers
JAVA67.COM
10 Best Data Science and Machine Learning Certifications and Courses for Beginners and Experienced Developers",10 Best Data Science and Machine Learning Certifications and Courses for Beginners and Experienced Developers,"JAVA67.COM
10 Best Data Science and Machine Learning Certifications and Courses for Beginners and Experienced Developers",2020-06-19 13:27:51,https://external.fbom26-1.fna.fbcdn.net/safe_image.php?d=AQBqGQYX1Qn6D4fA&w=476&h=249&url=https%3A%2F%2F1.bp.blogspot.com%2F-j1ttuHOUPgE%2FW9WEDpk0huI%2FAAAAAAAAMhE%2FdeHJptsgnGI7pMSjD5zd8YE7u_OUiip2ACLcBGAs%2Fw1200-h630-p-k-no-nu%2FMachine%252BLearning%252BA-Z%252BHands-On%252BPython%252Band%252BR%252BIn%252BData%252BScience%252BUdemy%252Bcourse.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQD3OYgudyNNnNwl,5,0,0,https://m.facebook.com/story.php?story_fbid=898074914043274&id=315272545240115,http://dlvr.it/RYxBCd
74,2620436601390353,"Hevo
19 June at 06:51 ·
Are you planning to build a new data warehouse from scratch or migrating your on-prem data warehouse to the cloud? We’ve got you covered in our upcoming webinar.
Webinar Topic: “Selecting the Right Data Warehouse”
When: Thursday, June 25, 2020, at 09:00 Pacific Time
Register here: https://bit.ly/3h2w7vF
#webinar #Hevo #HevoData #DataWarehouse #DataStorage #DataIngestion #Cloud #CloudDataWarehouse #DataIntegration #Data #DataAnalytics #Analytics #Reporting #ETL #ELT #BI #DataPipeline #TechTalk #DataEngineer #DataAnalytst #DataArchitect #DBA",,"Hevo
19 June at 06:51 ·
Are you planning to build a new data warehouse from scratch or migrating your on-prem data warehouse to the cloud? We’ve got you covered in our upcoming webinar.
Webinar Topic: “Selecting the Right Data Warehouse”
When: Thursday, June 25, 2020, at 09:00 Pacific Time
Register here: https://bit.ly/3h2w7vF
#webinar #Hevo #HevoData #DataWarehouse #DataStorage #DataIngestion #Cloud #CloudDataWarehouse #DataIntegration #Data #DataAnalytics #Analytics #Reporting #ETL #ELT #BI #DataPipeline #TechTalk #DataEngineer #DataAnalytst #DataArchitect #DBA",2020-06-19 13:32:11,https://scontent.fbom26-1.fna.fbcdn.net/v/t1.0-9/104384520_695600964352746_393860085794081796_o.png?_nc_cat=110&_nc_sid=8024bb&_nc_ohc=DLR6qLDtw-cAX-0x9R7&_nc_ht=scontent.fbom26-1.fna&oh=91403db98298ea528e25472d09c7fde4&oe=5F1A7701,2,0,0,https://m.facebook.com/story.php?story_fbid=695603511019158&id=153927125186802,https://bit.ly/3h2w7vF
75,2620468384720508,"SV-EUROPE.COM
Planning successful analytics projects",,"SV-EUROPE.COM
Planning successful analytics projects",2020-06-19 13:48:25,https://external.fbom26-1.fna.fbcdn.net/safe_image.php?d=AQDsMedq43KhOGDt&w=476&h=249&url=https%3A%2F%2Fwww.sv-europe.com%2Fwp-content%2Fuploads%2F2019%2F02%2FAdobeStock_159526081.jpeg&cfs=1&jq=75&ext=jpg&_nc_hash=AQBfMgU0Vpwd5FTi,1,0,0,https://m.facebook.com/story.php?story_fbid=1954252754707260&id=315272545240115,https://www.sv-europe.com/event/planning-successful-analytics-projects-3/
76,2620702668030413,,,,2020-06-19 16:13:13,,0,0,0,,
77,2620781494689197,"Hey there! We had a specific problem with labeling costs in a new project, so I believe this video can help whoever bumps into the same problem in the future!
YOUTUBE.COM
How to Reduce Data Labeling Costs (+ Increase Data Quality) With Active Learning","Hey there! We had a specific problem with labeling costs in a new project, so I believe this video can help whoever bumps into the same problem in the future!","YOUTUBE.COM
How to Reduce Data Labeling Costs (+ Increase Data Quality) With Active Learning",2020-06-19 16:59:00,https://external.fbom26-1.fna.fbcdn.net/safe_image.php?d=AQDoFgVGjqSsCAQk&w=476&h=249&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FGvrPQ-M6_-k%2Fhqdefault.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQAnPyrNaJ16BxPz,5,0,0,https://m.facebook.com/story.php?story_fbid=10207877134962238&id=315272545240115,https://www.youtube.com/watch?v=GvrPQ-M6_-k&t=1529s
78,2615597131874300,"Many students are confused between data analytics, machine learning and data science, here is the crisp demarcation between three.
DATASMARTNESS.COM
Difference between Data Analytics, Machine Learning and Data Science – Datasmartness","Many students are confused between data analytics, machine learning and data science, here is the crisp demarcation between three.","DATASMARTNESS.COM
Difference between Data Analytics, Machine Learning and Data Science – Datasmartness",2020-06-17 13:10:22,https://external.fbom26-1.fna.fbcdn.net/safe_image.php?d=AQDIKYUnoxuMIqAo&w=476&h=249&url=https%3A%2F%2Fdatasmartness.com%2Fwp-content%2Fuploads%2F2020%2F06%2FDAML-and-DS-1.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQDyuby7kLI-dHWn,78,3,64,https://m.facebook.com/story.php?story_fbid=10220416098346325&id=315272545240115,https://datasmartness.com/difference-between-da-ml-ds/
79,2614068615360485,"TOWARDSDATASCIENCE.COM
PCA clearly explained — How, when, why to use it and feature importance: A guide in Python",,"TOWARDSDATASCIENCE.COM
PCA clearly explained — How, when, why to use it and feature importance: A guide in Python",2020-06-16 21:38:32,https://external.fbom26-1.fna.fbcdn.net/safe_image.php?d=AQCfIOmvD4sZgYk7&w=476&h=249&url=https%3A%2F%2Fmiro.medium.com%2Fmax%2F1200%2F1%2Aba0XpZtJrgh7UpzWcIgZ1Q.jpeg&cfs=1&jq=75&ext=jpg&_nc_hash=AQBLCRPr9k0Ymwmh,75,3,30,https://m.facebook.com/story.php?story_fbid=10157449457067149&id=315272545240115,https://towardsdatascience.com/pca-clearly-explained-how-when-why-to-use-it-and-feature-importance-a-guide-in-python-7c274582c37e?source=friends_link&sk=65bf5440e444c24aff192fedf9f8b64f
80,2617844514982895,"Hi Guys. I need help with the following topics;
- Gaussian
- Bayes Network
- parameter
- MLE
- k mean clustering
- Posterio, prior and likelihood
- frequentist and etc.
Can anyone teach me? I am ready to pay for that. Thanks.","Hi Guys. I need help with the following topics;
- Gaussian
- Bayes Network
- parameter
- MLE
- k mean clustering
- Posterio, prior and likelihood
- frequentist and etc.
Can anyone teach me? I am ready to pay for that. Thanks.",,2020-06-18 11:26:48,,7,7,0,,
81,2612091812224832,"TOWARDSDATASCIENCE.COM
ROC Curve Explained using a COVID-19 hypothetical example: Binary & Multi-Class Classification…",,"TOWARDSDATASCIENCE.COM
ROC Curve Explained using a COVID-19 hypothetical example: Binary & Multi-Class Classification…",2020-06-16 01:19:54,https://external.fbom26-1.fna.fbcdn.net/safe_image.php?d=AQDrF-UF5YNs73LZ&w=476&h=249&url=https%3A%2F%2Fmiro.medium.com%2Fmax%2F1200%2F1%2AqW3Mobeew1xxnXJnBPy8LQ.jpeg&cfs=1&jq=75&ext=jpg&_nc_hash=AQDYh6DkB-Ph3Tdu,26,1,8,https://m.facebook.com/story.php?story_fbid=10157447070617149&id=315272545240115,https://towardsdatascience.com/roc-curve-explained-using-a-covid-19-hypothetical-example-binary-multi-class-classification-bab188ea869c?source=friends_link&sk=08f3dba9c6415860f84f5195d9b0ff65
82,2617388008361879,"Hi friends I did my internship in data science and now I'm looking for job can someone help me to get a job
Thanks","Hi friends I did my internship in data science and now I'm looking for job can someone help me to get a job
Thanks",,2020-06-18 06:34:57,,2,2,0,,
83,2612670572166956,"Aditi is a super smart Math genius that decided to turn her interests to the world of Data Science. She works in one of the most dynamic data rich industries - Investment Banking and shares her background and insights in this conversation. I hope you enjoy this, let me know what you think in the comments below.","Aditi is a super smart Math genius that decided to turn her interests to the world of Data Science. She works in one of the most dynamic data rich industries - Investment Banking and shares her background and insights in this conversation. I hope you enjoy this, let me know what you think in the comments below.",,2020-06-16 07:24:54,,49,3,8,https://m.facebook.com/story.php?story_fbid=905617736571589&id=633877323745633,
84,,"Big Data and the Internet of Things don’t make business smarter, Analytics and Data Science do.
Big Data does not convert data into actionable information. Big Data does not create value. But Data Science does, and it does not have to be complex or expensive, or even big.
(Michael O’Connell)
""The best way to learn data science is to apply data science""
Datasets Sources:
https://toolbox.google.com/datasetsearch
KD Nuggets: http://www.kdnuggets.com/datasets/index.html
UCI: https://archive.ics.uci.edu/ml/index.php
Facebook: https://bigdataenthusiast.wordpress.com/…/mining-facebook-…/
https://www.analyticsvidhya.com/…/25-websites-to-find-dat…/…
http://www.unb.ca/cic/datasets/index.html
Ten…
UNB.CA
Datasets | Research | Canadian Institute for Cybersecurity | UNB","Big Data and the Internet of Things don’t make business smarter, Analytics and Data Science do.
Big Data does not convert data into actionable information. Big Data does not create value. But Data Science does, and it does not have to be complex or expensive, or even big.
(Michael O’Connell)
""The best way to learn data science is to apply data science""
Datasets Sources:
https://toolbox.google.com/datasetsearch
KD Nuggets: http://www.kdnuggets.com/datasets/index.html
UCI: https://archive.ics.uci.edu/ml/index.php
Facebook: https://bigdataenthusiast.wordpress.com/…/mining-facebook-…/
https://www.analyticsvidhya.com/…/25-websites-to-find-dat…/…
http://www.unb.ca/cic/datasets/index.html
Ten…","UNB.CA
Datasets | Research | Canadian Institute for Cybersecurity | UNB",2017-01-14 08:02:25,https://external.fbom26-1.fna.fbcdn.net/safe_image.php?d=AQCsAPPbC1vxEwBA&w=65&h=65&url=http%3A%2F%2Fwww.unb.ca%2Fwebcomps%2F_css%2Funb_logo_140.png&cfs=1&jq=75&ext=jpg&_nc_hash=AQDuht4kr8d6-WAW,729,7,139,https://m.facebook.com/story.php?story_fbid=442290009531359&id=315272545240115,https://toolbox.google.com/datasetsearch
